"Species","Family","Order","Mass","Trophic_level","HWI","brain_mass_g","CRB_Final","mass_kg"
"Trichoglossus_johnstoniae","Psittacidae","Psittaciformes",55.2,"Herbivore",43.3,NA,1,0.0552
"Trichoglossus_moluccanus","Psittacidae","Psittaciformes",113.3,"Herbivore",45.9,NA,1,0.1133
"Trichoglossus_ornatus","Psittacidae","Psittaciformes",120,"Herbivore",47.4,NA,0,0.12
"Trichoglossus_rubritorquis","Psittacidae","Psittaciformes",113.3,"Herbivore",49.6,NA,0,0.1133
"Trigonoceps_occipitalis","Accipitridae","Accipitriformes",3016,"Scavenger",43.1,NA,0,3.016
"Troglodytes_aedon","Troglodytidae","Passeriformes",10.9,"Carnivore",12.9,0.54908,1,0.0109
"Troglodytes_hiemalis","Troglodytidae","Passeriformes",8.9,"Carnivore",17,NA,1,0.0089
"Troglodytes_pacificus","Troglodytidae","Passeriformes",9.4,"Carnivore",19,NA,1,0.0094
"Troglodytes_troglodytes","Troglodytidae","Passeriformes",9.7,"Carnivore",15.7,NA,1,0.0097
"Turdus_albocinctus","Turdidae","Passeriformes",99.4,"Omnivore",25.1,NA,1,0.0994
"Turdus_amaurochalinus","Turdidae","Passeriformes",57.9,"Omnivore",23.4,NA,0,0.0579
"Turdus_assimilis","Turdidae","Passeriformes",70.2,"Omnivore",23.6,NA,0,0.0702
"Turdus_atrogularis","Turdidae","Passeriformes",106,"Omnivore",30.6,NA,0,0.106
"Turdus_boulboul","Turdidae","Passeriformes",97.1,"Omnivore",27.1,NA,0,0.0971
"Turdus_eunomus","Turdidae","Passeriformes",73.2,"Omnivore",33.1,NA,0,0.0732
"Turdus_fuscater","Turdidae","Passeriformes",143,"Omnivore",19,NA,0,0.143
"Turdus_grayi","Turdidae","Passeriformes",79.5,"Omnivore",21.4,NA,1,0.0795
"Turdus_iliacus","Turdidae","Passeriformes",61.2,"Omnivore",32.3,NA,1,0.0612
"Turdus_merula","Turdidae","Passeriformes",102.7,"Omnivore",23.1,1.9684,1,0.1027
"Turdus_migratorius","Turdidae","Passeriformes",78.5,"Omnivore",29,1.69904,1,0.0785
"Turdus_obscurus","Turdidae","Passeriformes",62.6,"Omnivore",34.8,NA,0,0.0626
"Turdus_obsoletus","Turdidae","Passeriformes",74.8,"Omnivore",23.8,NA,0,0.0748
"Turdus_philomelos","Turdidae","Passeriformes",67.7,"Omnivore",30.7,1.68868,1,0.0677
"Turdus_pilaris","Turdidae","Passeriformes",106,"Carnivore",33.3,NA,1,0.106
"Turdus_plumbeus","Turdidae","Passeriformes",75.3,"Carnivore",22.3,NA,0,0.0753
"Tyrannus_dominicensis","Tyrannidae","Passeriformes",46.5,"Carnivore",30.1,0.91326703,1,0.0465
"Tyrannus_forficatus","Tyrannidae","Passeriformes",39.3,"Omnivore",37.5,NA,1,0.0393
"Tyrannus_melancholicus","Tyrannidae","Passeriformes",37.4,"Carnivore",23.7,NA,1,0.0374
"Tyrannus_savana","Tyrannidae","Passeriformes",31.9,"Carnivore",32,NA,1,0.0319
"Tyrannus_tyrannus","Tyrannidae","Passeriformes",39.9,"Carnivore",33.3,0.9842,1,0.0399
"Tyrannus_verticalis","Tyrannidae","Passeriformes",39.6,"Carnivore",33.2,1.01528,1,0.0396
"Tyto_alba","Tytonidae","Strigiformes",403.3,"Carnivore",39.7,6.74436,1,0.4033
"Tyto_capensis","Tytonidae","Strigiformes",364.7,"Carnivore",43.1,NA,1,0.3647
"Tyto_tenebricosa","Tytonidae","Strigiformes",660.6,"Carnivore",27.7,13.1572,0,0.6606
"Urocolius_macrourus","Coliidae","Coliiformes",45.5,"Herbivore",29,NA,1,0.0455
"Vermivora_chrysoptera","Parulidae","Passeriformes",8.7,"Carnivore",25.9,NA,0,0.0087
"Vidua_chalybeata","Viduidae","Passeriformes",12.5,"Herbivore",21,NA,0,0.0125
"Vidua_macroura","Viduidae","Passeriformes",15.7,"Herbivore",20.2,NA,1,0.0157
"Vidua_purpurascens","Viduidae","Passeriformes",13.1,"Herbivore",21.5,NA,1,0.0131
"Vini_australis","Psittacidae","Psittaciformes",49.5,"Herbivore",50.4,NA,1,0.0495
"Vini_peruviana","Psittacidae","Psittaciformes",29,"Herbivore",46.4,NA,0,0.029
"Vireo_vicinior","Vireonidae","Passeriformes",12.8,"Carnivore",15.5,NA,0,0.0128
"Vultur_gryphus","Cathartidae","Cathartiformes",11236.1,"Scavenger",44.9,32.69616,1,11.2361
"Xanthocephalus_xanthocephalus","Icteridae","Passeriformes",62.7,"Herbivore",27,NA,1,0.0627
"Xiphocolaptes_albicollis","Furnariidae","Passeriformes",118,"Carnivore",14.1,NA,0,0.118
"Xiphocolaptes_major","Furnariidae","Passeriformes",156,"Carnivore",15.6,NA,0,0.156
"Zonotrichia_albicollis","Passerellidae","Passeriformes",24.4,"Herbivore",19.7,1.0878,1,0.0244
"Zonotrichia_leucophrys","Passerellidae","Passeriformes",28,"Omnivore",23.4,1.00492,1,0.028
"Zonotrichia_querula","Passerellidae","Passeriformes",35.5,"Herbivore",23.7,NA,1,0.0355
"Caracara_plancus","Falconidae","Falconiformes",1078.6,"Omnivore",24.4,10.42216,1,1.0786
"Falco_amurensis","Falconidae","Falconiformes",141.9,"Carnivore",52.9,NA,1,0.1419
"Falco_biarmicus","Falconidae","Falconiformes",606.1,"Carnivore",50.6,NA,1,0.6061
"Falco_columbarius","Falconidae","Falconiformes",188.5,"Carnivore",48.9,3.20124,1,0.1885
"Falco_deiroleucus","Falconidae","Falconiformes",459.6,"Carnivore",39.9,NA,0,0.4596
"Falco_eleonorae","Falconidae","Falconiformes",390,"Carnivore",55,4.18544,1,0.39
"Falco_hypoleucos","Falconidae","Falconiformes",457.2,"Carnivore",50.6,NA,1,0.4572
"Falco_longipennis","Falconidae","Falconiformes",249.8,"Carnivore",58.8,3.4706,0,0.2498
"Falco_mexicanus","Falconidae","Falconiformes",713.1,"Carnivore",50.5,7.10696,0,0.7131
"Falco_naumanni","Falconidae","Falconiformes",152.1,"Carnivore",53.9,2.80756,1,0.1521
"Falco_novaeseelandiae","Falconidae","Falconiformes",418.6,"Carnivore",39.8,NA,0,0.4186
"Falco_peregrinus","Falconidae","Falconiformes",760,"Carnivore",52.2,6.41284,1,0.76
"Falco_rufigularis","Falconidae","Falconiformes",163.6,"Carnivore",40.3,NA,0,0.1636
"Falco_sparverius","Falconidae","Falconiformes",114.6,"Carnivore",43.7,2.57964,1,0.1146
"Falco_subniger","Falconidae","Falconiformes",776,"Carnivore",48.6,6.734,0,0.776
"Falco_vespertinus","Falconidae","Falconiformes",151.5,"Carnivore",55.6,2.7972,1,0.1515
"Herpetotheres_cachinnans","Falconidae","Falconiformes",623.6,"Carnivore",18.9,6.483581345,0,0.6236
"Ibycter_americanus","Falconidae","Falconiformes",624,"Carnivore",26.2,NA,1,0.624
"Phalcoboenus_australis","Falconidae","Falconiformes",1187,"Carnivore",39.4,9.585706037,1,1.187
"Phalcoboenus_chimango","Falconidae","Falconiformes",296,"Omnivore",47.7,NA,1,0.296
"Phalcoboenus_megalopterus","Falconidae","Falconiformes",788,"Carnivore",43.6,NA,1,0.788
"Polihierax_semitorquatus","Falconidae","Falconiformes",61.5,"Carnivore",38.1,1.52292,1,0.0615
"Acanthiza_lineata","Acanthizidae","Passeriformes",6.9,"Omnivore",19.1,0.52836,1,0.0069
"Acanthiza_reguloides","Acanthizidae","Passeriformes",7.7,"Carnivore",14,0.40404,1,0.0077
"Oreoscopus_gutturalis","Acanthizidae","Passeriformes",20,"Carnivore",13,NA,0,0.02
"Sericornis_frontalis","Acanthizidae","Passeriformes",13.2,"Omnivore",12.7,0.833907448,0,0.0132
"Acrocephalus_sechellensis","Acrocephalidae","Passeriformes",15.9,"Carnivore",11.8,NA,0,0.0159
"Aegithalos_caudatus","Aegithalidae","Passeriformes",8.6,"Carnivore",22,NA,1,0.0086
"Psaltriparus_minimus","Aegithalidae","Passeriformes",5.3,"Carnivore",19.4,0.3626,1,0.0053
"Alauda_arvensis","Alaudidae","Passeriformes",37.3,"Omnivore",33.6,0.99456,1,0.0373
"Galerida_cristata","Alaudidae","Passeriformes",42.7,"Omnivore",26.7,1.21212,1,0.0427
"Bombycilla_garrulus","Bombycillidae","Passeriformes",54.4,"Herbivore",37.8,1.20176,1,0.0544
"Buphagus_africanus","Buphagidae","Passeriformes",58.5,"Carnivore",29,NA,1,0.0585
"Buphagus_erythrorynchus","Buphagidae","Passeriformes",50.7,"Carnivore",29.4,NA,1,0.0507
"Anthracoceros_coronatus","Bucerotidae","Bucerotiformes",806.7,"Herbivore",17,NA,1,0.8067
"Buceros_bicornis","Bucerotidae","Bucerotiformes",2790.8,"Omnivore",25.7,18.907,1,2.7908
"Bucorvus_leadbeateri","Bucerotidae","Bucerotiformes",3743.6,"Carnivore",20.8,26.25,1,3.7436
"Ceratogymna_atrata","Bucerotidae","Bucerotiformes",1194.8,"Herbivore",17.5,NA,1,1.1948
"Ceratogymna_elata","Bucerotidae","Bucerotiformes",1917,"Herbivore",19.5,NA,1,1.917
"Lophoceros_semifasciatus","Bucerotidae","Bucerotiformes",258.8,"Omnivore",17.7,NA,1,0.2588
"Ocyceros_birostris","Bucerotidae","Bucerotiformes",375,"Herbivore",21.4,NA,1,0.375
"Ocyceros_griseus","Bucerotidae","Bucerotiformes",292,"Herbivore",16.6,NA,1,0.292
"Penelopides_mindorensis","Bucerotidae","Bucerotiformes",462,"Herbivore",16.9,NA,1,0.462
"Rhabdotorrhinus_corrugatus","Bucerotidae","Bucerotiformes",1590,"Herbivore",13.3,NA,1,1.59
"Rhabdotorrhinus_leucocephalus","Bucerotidae","Bucerotiformes",1086,"Herbivore",22.5,NA,1,1.086
"Rhyticeros_everetti","Bucerotidae","Bucerotiformes",697.2,"Herbivore",22.2,NA,1,0.6972
"Rhyticeros_narcondami","Bucerotidae","Bucerotiformes",697.2,"Herbivore",28.7,NA,1,0.6972
"Rhyticeros_plicatus","Bucerotidae","Bucerotiformes",1703.8,"Herbivore",23.9,NA,1,1.7038
"Rhyticeros_subruficollis","Bucerotidae","Bucerotiformes",2042,"Herbivore",29.6,NA,1,2.042
"Rhyticeros_undulatus","Bucerotidae","Bucerotiformes",2214.6,"Herbivore",14.8,NA,1,2.2146
"Artamus_cinereus","Artamidae","Passeriformes",35.6,"Carnivore",37.7,0.95312,1,0.0356
"Artamus_cyanopterus","Artamidae","Passeriformes",34.6,"Carnivore",45,1.036,1,0.0346
"Artamus_minor","Artamidae","Passeriformes",16,"Carnivore",45.1,0.53872,1,0.016
"Gymnorhina_tibicen","Artamidae","Passeriformes",284.9,"Carnivore",40.7,4.8174,1,0.2849
"Strepera_graculina","Artamidae","Passeriformes",298.9,"Omnivore",29.6,5.53224,1,0.2989
"Cariama_cristata","Cariamidae","Cariamiformes",1400,"Carnivore",10.7,NA,0,1.4
"Cardinalis_cardinalis","Cardinalidae","Passeriformes",42.6,"Herbivore",15.5,1.57472,1,0.0426
"Passerina_amoena","Cardinalidae","Passeriformes",15.5,"Herbivore",23.4,NA,0,0.0155
"Passerina_cyanea","Cardinalidae","Passeriformes",14.7,"Herbivore",22.5,0.6734,1,0.0147
"Pheucticus_ludovicianus","Cardinalidae","Passeriformes",42,"Herbivore",26.5,1.36752,0,0.042
"Piranga_bidentata","Cardinalidae","Passeriformes",36.1,"Omnivore",23.1,NA,0,0.0361
"Piranga_rubra","Cardinalidae","Passeriformes",29.1,"Carnivore",29.2,1.05672,0,0.0291
"Spiza_americana","Cardinalidae","Passeriformes",26.2,"Omnivore",26.4,0.94276,1,0.0262
"Calcarius_lapponicus","Calcariidae","Passeriformes",27.8,"Herbivore",30.7,0.90132,1,0.0278
"Calcarius_pictus","Calcariidae","Passeriformes",26.7,"Herbivore",28.1,NA,1,0.0267
"Plectrophenax_nivalis","Calcariidae","Passeriformes",42.2,"Herbivore",38.6,1.05672,1,0.0422
"Rhynchophanes_mccownii","Calcariidae","Passeriformes",25.7,"Herbivore",22.8,NA,1,0.0257
"Calyptophilus_tertius","Calyptophilidae","Passeriformes",49.2,"Carnivore",7.9,NA,1,0.0492
"Pericrocotus_divaricatus","Campephagidae","Passeriformes",24.6,"Carnivore",40.5,NA,1,0.0246
"Pericrocotus_solaris","Campephagidae","Passeriformes",14.5,"Carnivore",28.3,NA,1,0.0145
"Cacatua_alba","Cacatuidae","Psittaciformes",570,"Herbivore",31.6,NA,0,0.57
"Cacatua_ducorpsii","Cacatuidae","Psittaciformes",394,"Herbivore",30.2,NA,0,0.394
"Cacatua_galerita","Cacatuidae","Psittaciformes",720.4,"Herbivore",25.9,14.75264,1,0.7204
"Cacatua_goffiniana","Cacatuidae","Psittaciformes",275,"Herbivore",29.3,NA,1,0.275
"Cacatua_haematuropygia","Cacatuidae","Psittaciformes",288,"Herbivore",34.6,8.038745465,1,0.288
"Cacatua_leadbeateri","Cacatuidae","Psittaciformes",396.8,"Herbivore",36.1,8.77492,1,0.3968
"Cacatua_moluccensis","Cacatuidae","Psittaciformes",835,"Herbivore",28.7,13.24040361,1,0.835
"Cacatua_ophthalmica","Cacatuidae","Psittaciformes",492,"Herbivore",30.2,NA,1,0.492
"Cacatua_pastinator","Cacatuidae","Psittaciformes",631.7,"Herbivore",36.9,11.38564,1,0.6317
"Cacatua_sanguinea","Cacatuidae","Psittaciformes",523.7,"Herbivore",37.4,9.23076,1,0.5237
"Cacatua_sulphurea","Cacatuidae","Psittaciformes",303.3,"Herbivore",33.8,9.96632,1,0.3033
"Cacatua_tenuirostris","Cacatuidae","Psittaciformes",566.6,"Herbivore",43.6,11.02304,1,0.5666
"Calyptorhynchus_banksii","Cacatuidae","Psittaciformes",721.9,"Herbivore",44.9,12.3802,1,0.7219
"Calyptorhynchus_lathami","Cacatuidae","Psittaciformes",437,"Herbivore",45.8,10.13208,1,0.437
"Eolophus_roseicapilla","Cacatuidae","Psittaciformes",328,"Herbivore",44.9,NA,1,0.328
"Nymphicus_hollandicus","Cacatuidae","Psittaciformes",94.6,"Herbivore",50.6,2.47604,1,0.0946
"Probosciger_aterrimus","Cacatuidae","Psittaciformes",841,"Herbivore",29.9,21.238,0,0.841
"Zanda_baudinii","Cacatuidae","Psittaciformes",620,"Herbivore",46.7,NA,1,0.62
"Zanda_funerea","Cacatuidae","Psittaciformes",674.7,"Herbivore",42.7,NA,1,0.6747
"Zanda_latirostris","Cacatuidae","Psittaciformes",612,"Herbivore",45.9,NA,1,0.612
"Callaeas_cinereus","Callaeidae","Passeriformes",225.4,"Herbivore",11.3,NA,0,0.2254
"Philesturnus_carunculatus","Callaeidae","Passeriformes",74.7,"Carnivore",10.6,NA,0,0.0747
"Philesturnus_rufusater","Callaeidae","Passeriformes",74.7,"Carnivore",10.6,NA,0,0.0747
"Cinclosoma_castanotum","Cinclosomatidae","Passeriformes",73.3,"Carnivore",24.3,NA,0,0.0733
"Apalis_chirindensis","Cisticolidae","Passeriformes",8.6,"Carnivore",8.3,NA,0,0.0086
"Cisticola_exilis","Cisticolidae","Passeriformes",7,"Carnivore",16.4,0.40404,0,0.007
"Cisticola_juncidis","Cisticolidae","Passeriformes",6.8,"Carnivore",13.5,NA,1,0.0068
"Malcorus_pectoralis","Cisticolidae","Passeriformes",10.1,"Carnivore",10.8,NA,0,0.0101
"Prinia_molleri","Cisticolidae","Passeriformes",8.8,"Carnivore",12.2,NA,1,0.0088
"Climacteris_rufus","Climacteridae","Passeriformes",32.6,"Carnivore",27.5,0.936386495,0,0.0326
"Cormobates_leucophaea","Climacteridae","Passeriformes",22,"Carnivore",30.5,0.83916,0,0.022
"Certhia_americana","Certhiidae","Passeriformes",8.1,"Carnivore",24.1,NA,1,0.0081
"Certhia_brachydactyla","Certhiidae","Passeriformes",8.2,"Carnivore",17.7,NA,1,0.0082
"Cinclus_cinclus","Cinclidae","Passeriformes",61.5,"Carnivore",27.6,NA,1,0.0615
"Cinclus_mexicanus","Cinclidae","Passeriformes",56.7,"Carnivore",26.5,1.4504,1,0.0567
"Aphelocoma_californica","Corvidae","Passeriformes",85.7,"Omnivore",14.1,NA,0,0.0857
"Aphelocoma_coerulescens","Corvidae","Passeriformes",77.1,"Omnivore",17.5,2.9526,0,0.0771
"Aphelocoma_ultramarina","Corvidae","Passeriformes",113.3,"Omnivore",17.8,3.73996,0,0.1133
"Aphelocoma_unicolor","Corvidae","Passeriformes",124,"Omnivore",18.6,NA,0,0.124
"Aphelocoma_wollweberi","Corvidae","Passeriformes",113.3,"Omnivore",18.4,NA,1,0.1133
"Cissa_chinensis","Corvidae","Passeriformes",126.6,"Carnivore",8.4,3,0,0.1266
"Cissa_hypoleuca","Corvidae","Passeriformes",125,"Carnivore",7.2,NA,0,0.125
"Cissa_jefferyi","Corvidae","Passeriformes",125,"Carnivore",9.8,NA,0,0.125
"Cissa_thalassina","Corvidae","Passeriformes",125,"Carnivore",7.9,NA,0,0.125
"Corvus_albicollis","Corvidae","Passeriformes",894,"Omnivore",39.6,12,1,0.894
"Corvus_albus","Corvidae","Passeriformes",524,"Carnivore",41.9,10.5,1,0.524
"Corvus_bennetti","Corvidae","Passeriformes",389,"Omnivore",41.1,6.67184,1,0.389
"Corvus_brachyrhynchos","Corvidae","Passeriformes",448.8,"Omnivore",35.3,7.42812,1,0.4488
"Corvus_capensis","Corvidae","Passeriformes",553,"Omnivore",35.4,8,1,0.553
"Corvus_caurinus","Corvidae","Passeriformes",390.8,"Omnivore",37.8,7.69748,0,0.3908
"Corvus_corax","Corvidae","Passeriformes",928,"Omnivore",39.8,14.9702,1,0.928
"Corvus_corone","Corvidae","Passeriformes",570,"Carnivore",36.9,8.81636,1,0.57
"Corvus_coronoides","Corvidae","Passeriformes",644.3,"Omnivore",41.1,10.18388,1,0.6443
"Corvus_crassirostris","Corvidae","Passeriformes",1135,"Carnivore",40.6,14,1,1.135
"Corvus_cryptoleucus","Corvidae","Passeriformes",533.5,"Carnivore",41.7,9.2722,1,0.5335
"Corvus_dauuricus","Corvidae","Passeriformes",208,"Omnivore",37.8,4.29423332,1,0.208
"Corvus_edithae","Corvidae","Passeriformes",524,"Carnivore",41,NA,1,0.524
"Corvus_enca","Corvidae","Passeriformes",251,"Omnivore",32.5,6.6,1,0.251
"Corvus_florensis","Corvidae","Passeriformes",175,"Omnivore",25.5,NA,1,0.175
"Corvus_frugilegus","Corvidae","Passeriformes",452.1,"Omnivore",41,7.88396,1,0.4521
"Corvus_fuscicapillus","Corvidae","Passeriformes",635,"Herbivore",30.7,NA,1,0.635
"Corvus_hawaiiensis","Corvidae","Passeriformes",518.8,"Omnivore",30.5,NA,0,0.5188
"Corvus_imparatus","Corvidae","Passeriformes",221,"Omnivore",35.7,4.4,1,0.221
"Corvus_insularis","Corvidae","Passeriformes",508,"Omnivore",37.6,NA,1,0.508
"Corvus_jamaicensis","Corvidae","Passeriformes",338,"Omnivore",29.2,7,1,0.338
"Corvus_kubaryi","Corvidae","Passeriformes",249.9,"Omnivore",27,NA,1,0.2499
"Corvus_leucognaphalus","Corvidae","Passeriformes",401,"Omnivore",35.2,8.7,1,0.401
"Corvus_macrorhynchos","Corvidae","Passeriformes",513.1,"Omnivore",34.8,9.7,1,0.5131
"Corvus_meeki","Corvidae","Passeriformes",467,"Omnivore",30,NA,1,0.467
"Corvus_mellori","Corvidae","Passeriformes",540.4,"Omnivore",39.5,8.806,1,0.5404
"Corvus_monedula","Corvidae","Passeriformes",246,"Omnivore",39.1,5.3354,1,0.246
"Corvus_moneduloides","Corvidae","Passeriformes",277.4,"Omnivore",23,6.3,1,0.2774
"Corvus_nasicus","Corvidae","Passeriformes",401,"Omnivore",35.3,5.9,1,0.401
"Corvus_orru","Corvidae","Passeriformes",508,"Omnivore",36.7,9.23076,1,0.508
"Corvus_ossifragus","Corvidae","Passeriformes",284.6,"Omnivore",36.3,6.20564,1,0.2846
"Corvus_torquatus","Corvidae","Passeriformes",470.5,"Omnivore",35.1,8,1,0.4705
"Corvus_rhipidurus","Corvidae","Passeriformes",611,"Omnivore",35.4,9.4,1,0.611
"Corvus_ruficollis","Corvidae","Passeriformes",573.5,"Omnivore",45.7,10.5,1,0.5735
"Corvus_sinaloae","Corvidae","Passeriformes",244,"Omnivore",35.9,NA,0,0.244
"Corvus_splendens","Corvidae","Passeriformes",292.6,"Omnivore",36.3,5.7,1,0.2926
"Corvus_tasmanicus","Corvidae","Passeriformes",676.3,"Omnivore",38.8,NA,0,0.6763
"Corvus_tristis","Corvidae","Passeriformes",635,"Omnivore",30.4,10.3,0,0.635
"Cyanocitta_cristata","Corvidae","Passeriformes",88,"Omnivore",17.4,3.02512,1,0.088
"Cyanocitta_stelleri","Corvidae","Passeriformes",128,"Omnivore",13.6,3.66744,0,0.128
"Cyanocorax_cristatellus","Corvidae","Passeriformes",178,"Omnivore",20.4,NA,0,0.178
"Cyanocorax_cyanopogon","Corvidae","Passeriformes",146,"Omnivore",8.8,NA,0,0.146
"Cyanocorax_dickeyi","Corvidae","Passeriformes",181,"Herbivore",9,NA,1,0.181
"Cyanocorax_formosus","Corvidae","Passeriformes",210,"Omnivore",18.1,NA,1,0.21
"Cyanocorax_hafferi","Corvidae","Passeriformes",172,"Omnivore",7.4,NA,0,0.172
"Cyanocorax_morio","Corvidae","Passeriformes",204,"Omnivore",14.3,NA,1,0.204
"Cyanocorax_sanblasianus","Corvidae","Passeriformes",109,"Omnivore",11.2,NA,1,0.109
"Cyanocorax_violaceus","Corvidae","Passeriformes",262,"Omnivore",14.8,4.7,0,0.262
"Cyanocorax_yncas","Corvidae","Passeriformes",78.5,"Omnivore",7.8,2.4,1,0.0785
"Cyanolyca_argentigula","Corvidae","Passeriformes",200,"Carnivore",7.7,2.6,1,0.2
"Cyanolyca_quindiuna","Corvidae","Passeriformes",200,"Carnivore",10.6,NA,0,0.2
"Cyanopica_cooki","Corvidae","Passeriformes",70.4,"Omnivore",16.9,NA,1,0.0704
"Cyanopica_cyanus","Corvidae","Passeriformes",95.9,"Omnivore",14.3,3,1,0.0959
"Dendrocitta_vagabunda","Corvidae","Passeriformes",100,"Carnivore",15,NA,1,0.1
"Garrulus_bispecularis","Corvidae","Passeriformes",159.5,"Omnivore",19.4,NA,0,0.1595
"Garrulus_glandarius","Corvidae","Passeriformes",159.5,"Omnivore",19.4,NA,1,0.1595
"Garrulus_leucotis","Corvidae","Passeriformes",159.5,"Omnivore",19.4,NA,0,0.1595
"Gymnorhinus_cyanocephalus","Corvidae","Passeriformes",104.8,"Omnivore",26.6,3.63636,1,0.1048
"Nucifraga_caryocatactes","Corvidae","Passeriformes",182.5,"Omnivore",24.4,5.4,1,0.1825
"Nucifraga_columbiana","Corvidae","Passeriformes",129.8,"Omnivore",32.2,5.3,1,0.1298
"Nucifraga_hemispila","Corvidae","Passeriformes",182.5,"Omnivore",25.5,NA,0,0.1825
"Perisoreus_canadensis","Corvidae","Passeriformes",71.6,"Omnivore",18.1,2.62108,0,0.0716
"Perisoreus_infaustus","Corvidae","Passeriformes",84.4,"Omnivore",17.4,2.7,0,0.0844
"Perisoreus_internigrans","Corvidae","Passeriformes",102,"Omnivore",19.6,NA,0,0.102
"Pica_asirensis","Corvidae","Passeriformes",200,"Omnivore",22.9,NA,1,0.2
"Pica_hudsonia","Corvidae","Passeriformes",177.1,"Omnivore",24.6,NA,1,0.1771
"Pica_nutalli","Corvidae","Passeriformes",158.3,"Carnivore",26.2,NA,1,0.1583
"Pica_pica","Corvidae","Passeriformes",217.5,"Omnivore",22.9,4.83812,1,0.2175
"Platysmurus_aterrimus","Corvidae","Passeriformes",180,"Omnivore",15.5,NA,0,0.18
"Ptilostomus_afer","Corvidae","Passeriformes",128,"Omnivore",25.2,2.9,1,0.128
"Pyrrhocorax_graculus","Corvidae","Passeriformes",211,"Carnivore",36.7,3.5,1,0.211
"Pyrrhocorax_pyrrhocorax","Corvidae","Passeriformes",276.7,"Carnivore",39,6.60968,1,0.2767
"Urocissa_xanthomelana","Corvidae","Passeriformes",200,"Omnivore",13.4,NA,0,0.2
"Zavattariornis_stresemanni","Corvidae","Passeriformes",130,"Carnivore",25.3,NA,1,0.13
"Cleptornis_marchei","Zosteropidae","Passeriformes",20.2,"Herbivore",14.8,NA,0,0.0202
"Zosterops_borbonicus","Zosteropidae","Passeriformes",8.2,"Omnivore",18.6,NA,0,0.0082
"Zosterops_chloronothos","Zosteropidae","Passeriformes",8.1,"Omnivore",20.3,NA,0,0.0081
"Zosterops_conspicillatus","Zosteropidae","Passeriformes",7.9,"Herbivore",18.8,NA,0,0.0079
"Zosterops_flavus","Zosteropidae","Passeriformes",7,"Carnivore",20.2,NA,1,0.007
"Zosterops_luteus","Zosteropidae","Passeriformes",9.7,"Carnivore",19.4,NA,0,0.0097
"Zosterops_rotensis","Zosteropidae","Passeriformes",10,"Omnivore",19,NA,0,0.01
"Zosterops_simplex","Zosteropidae","Passeriformes",11.3,"Omnivore",23.8,NA,1,0.0113
"Zosterops_virens","Zosteropidae","Passeriformes",11.1,"Omnivore",19.1,NA,0,0.0111
